Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CD45RO- CD27+,Infants 12wks,BCG,CD4,35,1.88,31.356991654142558,-28.7803123441466,9,5.620285614860849e-7,0.9857142857142858,2.8490581440718904e-6
CD45RO- CD27+,Infants 12wks,BCG,CD8,35,3.8147331249092766,63.9,-58.55913992297817,0,2.587691416709574e-7,1,2.8490581440718904e-6
CD45RO- CD27+,Infants 12wks,DosR,CD4,34,3.3816523598558117,43.36994128186803,-31.684512437361747,7,7.119326294289964e-7,0.9882352941176471,2.8490581440718904e-6
CD45RO- CD27+,Infants 12wks,DosR,CD8,34,4.805932488423103,81.79181744745836,-68.27818463927501,0,3.8191520023814874e-7,1,2.8490581440718904e-6
CD45RO- CD27+,Infants 44wks,BCG,CD4,34,1.578266076053906,34.87221916215303,-31.98029619320069,7,7.122645360179726e-7,0.9882352941176471,2.8490581440718904e-6
CD45RO- CD27+,Infants 44wks,BCG,CD8,34,6.253154666877245,60.20646915361293,-45.226684667837404,4,5.463434277843907e-7,0.9932773109243698,2.8490581440718904e-6
CD45RO- CD27+,Infants 44wks,DosR,CD4,32,3.165,51.5015740835744,-42.77134732642461,20,5.283804819876759e-6,0.9621212121212122,1.5851414459630276e-5
CD45RO- CD27+,Infants 44wks,DosR,CD8,32,7.7700500763083475,65.45198250421609,-55.50558621045345,18,4.4199540752307635e-6,0.9659090909090909,1.5154128257934046e-5
CD45RO- CD27+,Mothers Dx,BCG,CD4,3,1.03,28.230632220466628,-27.200632220466627,0,0.1814492077214203,1,0.24193227696189373
CD45RO- CD27+,Mothers Dx,BCG,CD8,3,1.6734310387888418,34.28034555360205,-32.606914514813205,1,0.42267807417063546,0.8333333333333334,0.48306065619501193
CD45RO- CD27+,Mothers Dx,DosR,CD4,6,15.605,33.29062047153758,-12.466996974020946,7,0.5293681061847979,0.6666666666666667,0.5774924794743249
CD45RO- CD27+,Mothers Dx,DosR,CD8,6,17.49161920450387,37.00632862168455,-8.745437509403912,9,0.833935414088552,0.5714285714285714,0.833935414088552
CD45RO- CD27+,Mothers Dx,E6C10,CD4,6,2.485,26.291611553098164,-16.468290268808794,3,0.1422132419363925,0.8571428571428572,0.20077163567490708
CD45RO- CD27+,Mothers Dx,E6C10,CD8,6,2.800174083437133,33.15787869015437,-17.7346135433354,4,0.20841280368414858,0.8095238095238095,0.26325827833787185
CD45RO- CD27+,Mothers Dx,GAG,CD4,5,5.63,29.967380932451665,-15.792801349192274,4,0.41849223344681974,0.7333333333333334,0.48306065619501193
CD45RO- CD27+,Mothers Dx,GAG,CD8,5,4.859159056375882,34.64453883231254,-3.0145450975941532,5,0.589638551626567,0.6666666666666667,0.6152750103929394
CD45RO- CD27+,Mothers Entry,BCG,CD4,18,1.1749999999999998,26.046345918518497,-23.262490241656067,0,2.1409202584601812e-4,1,4.6710987457313044e-4
CD45RO- CD27+,Mothers Entry,BCG,CD8,18,6.309136171314901,30.420300573183276,-23.29532911754039,30,0.016608150291072276,0.8245614035087719,0.024912225436608412
CD45RO- CD27+,Mothers Entry,DosR,CD4,29,2.27,29.73399828767123,-24.958253063082434,22,2.4809664346738787e-5,0.9494252873563218,5.954319443217309e-5
CD45RO- CD27+,Mothers Entry,DosR,CD8,29,10.101134706490214,30.205215155289483,-14.926640385720393,103,0.013699607058108848,0.7632183908045977,0.02191937129297416
CD45RO- CD27+,Mothers Entry,E6C10,CD4,31,2.99,34.01134359658739,-25.326445166726863,29,1.853500002712206e-5,0.9415322580645161,4.942666673899216e-5
CD45RO- CD27+,Mothers Entry,E6C10,CD8,31,10.359863133685398,34.577859120129936,-14.700000000000003,113,0.008395519295690048,0.7721774193548387,0.014392318792611509
CD45RO- CD27+,Mothers Entry,GAG,CD4,24,3.3500000000000005,28.446922255269566,-18.90431947809168,26,4.178091738190422e-4,0.9133333333333333,8.356183476380844e-4
CD45RO- CD27+,Mothers Entry,GAG,CD8,24,11.393541926209792,29.598089274933148,-15.007492076987145,49,0.004086211171395094,0.8366666666666667,0.007543774470267866
